Posting Date,Material,Material Description,Quantity,Amt.in loc.cur.,User Name,Document Header Text
19/09/2024,30/927040,COMBI-COOLER TIER 3,-5,"-1,757.48",LEWISED,DAMAGED - MATERIALS INT
19/09/2024,31AG/BA036,HOSE -04 BSP HP 360mm B,-1,-4.48,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,31AG/CU084,Hose -04 BSP HP 840mm C,-1,-5.75,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,32/925421,FILLER BREATHER CAP,-3,-46.95,LEWISED,DAMAGED - POST OBAY
19/09/2024,32/925421,FILLER BREATHER CAP,-3,-46.95,LEWISED,DAMAGED - POST OBAY
19/09/2024,320/05740,MOUNTING TUBE ASSY TMAF SENSOR HHP,-1,-1.19,LEWISED,DAMAGED - PRODUCTION SUBS
19/09/2024,320/A5625,AIR INTAKE HEATER-12v,-1,-23.95,LEWISED,DAMAGED - POST OBAY
19/09/2024,320/A9102,DCU - 17CV51 T4F HHP,-1,-67.00,LEWISED,DAMAGED - PRODUCTION Z2
19/09/2024,331/62245,EXHAUST JACKET,-1,-10.16,LEWISED,DAMAGED - PRODUCTION Z7
19/09/2024,332/C1348,"Hose 5/8""BSP 1585",-1,-11.07,LEWISED,DAMAGED - PRODUCTION Z7
19/09/2024,332/C2056,GA HOSE 640MM LONG,-1,-5.75,LEWISED,DAMAGED - PRODUCTION SUBS
19/09/2024,332/C2279,DRIVE SHAFT REAR,-1,-76.59,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,332/C5000,RADIATOR TIII MECH ENG,-1,-133.03,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,332/C7162,CAST REAR C-WEIGHT,-1,-539.53,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,332/D0159,HOSE AIR CONDITIONING,-1,-15.86,LEWISED,DAMAGED - PRODUCTION SUBS
19/09/2024,332/D2730,H/BRAKE CABLE PS750,-1,-8.07,LEWISED,DAMAGED - PRODUCTION SUBS
19/09/2024,332/D3754,ABI AUX-SWAY LEVERS 6l0,-1,-44.32,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,332/D8262,BI STAB HARNESS P90,-12,-251.76,LEWISED,DAMAGED - POST OBAY
19/09/2024,332/E8801,HOSE 1/2 BSP 1360,-1,-9.13,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,332/E9000,CONDENSOR TIII MECH ENG,-1,-61.30,LEWISED,DAMAGED - PRODUCTION SUBS
19/09/2024,332/F0839,BATTERY 12V 1000CCA,-1,-67.79,LEWISED,DAMAGED - POST OBAY
19/09/2024,332/F7132,WA UPPER PULLY BRK,-1,-0.87,LEWISED,DAMAGED - POST OBAY
19/09/2024,332/H0537,FAN MOTOR 19cc,-1,-79.44,LEWISED,DAMAGED - PRODUCTION SUBS
19/09/2024,332/H2489,(W) (P) REAR ACCESS PLATE WA,-1,-17.41,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,332/H5331,SWAY VALVE,-1,-101.23,LEWISED,DAMAGED - POST OBAY
19/09/2024,332/H5331,SWAY VALVE,-1,-101.24,LEWISED,DAMAGED - PRODUCTION SUBS
19/09/2024,332/H9718,COOLING FAN SS - 581mm,-1,-37.30,LEWISED,DAMAGED - PRODUCTION SUBS
19/09/2024,332/U0361,Hose 1/2 bsp 740mm,-1,-6.93,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,333/C2891,WA V/B HARNESS COVER,-1,-6.50,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,333/C8547,MACHINING PIVOT BOSS,-88,"-1,882.67",HEATHC,MANUF - Contaminated
19/09/2024,333/D3468,WA LOWER PULLEY COVER BRKT,-1,-0.62,LEWISED,DAMAGED - POST OBAY
19/09/2024,333/D4158,WA BRKT TRANS DIPSTICK,-1,-0.86,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,333/E1928,REAR DOOR-WA,-4,-91.96,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,333/E3397,HEADER TANK COVER,-3,-3.79,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,333/E4575,VENT HOSE,-1,-0.69,LEWISED,DAMAGED - POST OBAY
19/09/2024,333/E5523,HOSE-04 BSP HP 580mm C,-1,-6.64,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,333/G7814,WIDE ANGLE MIRROR,-1,-18.63,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,333/H9146,p90 FILL MOULDING,-3,-24.66,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,334/C5492,BOOM STRUT BRACKET,-1,-4.76,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,334/C5697,PO CBV - LIFT RAM - SRS,-1,-165.54,LEWISED,DAMAGED - PRODUCTION Z7
19/09/2024,334/C5698,SRS LIFT VALVE 536-60,-1,-165.54,LEWISED,DAMAGED - PRODUCTION Z7
19/09/2024,334/C8204,ADBLUE COVER,-1,-0.66,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,334/D3169,SUPPORT PLATE,-1,-1.29,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,334/D8272,WASHER BOTTLE BRACKET,-1,-4.91,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,334/E2106,HEADER TANK BRACKET - T4F,-1,-15.68,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,334/E4361,SA HOSE - 450 PURPLE,-1,-9.68,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,334/E8579,WA BRKT HEADER TANK,-1,-4.81,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,334/F1364,CONTROL VALVE BLOCK,-1,-374.50,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,334/F2842,LIFT ARM SUPPORT DEVICE (,-1,-12.11,LEWISED,DAMAGED - POST OBAY
19/09/2024,334/F2842,LIFT ARM SUPPORT DEVICE (,-1,-12.11,LEWISED,DAMAGED - PRODUCTION Z7
19/09/2024,334/F9816,HOSE-10 BSP HP 4570mm B,-1,-29.41,LEWISED,DAMAGED - PRODUCTION Z7
19/09/2024,334/G1819,(P) FUEL FILLER MOULDING,-2,-15.24,LEWISED,DAMAGED - POST OBAY
19/09/2024,334/G3689,ABI HEADER TANK,-1,-16.40,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,334/L2039,ABI WASHER BOTTLE (CUT OUT),-1,-85.15,LEWISED,DAMAGED - POST OBAY
19/09/2024,334/L7510,SA HOSE 04 2820 WHITE,-1,-8.68,LEWISED,DAMAGED - PRODUCTION Z7
19/09/2024,335/12135,WA PUMP OUTLET PIPE,-1,-25.62,LEWISED,DAMAGED - PRODUCTION SUBS
19/09/2024,335/12704,WA HITCH PIN,-11,-41.69,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,335/12704,WA HITCH PIN,-12,-45.48,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,335/B3984,LIFT RAM RECESS COVER,-1,-34.44,LEWISED,DAMAGED - POST OBAY
19/09/2024,335/G7723,M/C MECH. HITCH,-2,-22.37,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,33AG/BA047,(P) HOSE-08 BSP HP 470mm B (P493D),-1,-5.89,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,400/A8459,WA INNER BOOM PIPES,-1,-187.07,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,400/A8459,WA INNER BOOM PIPES,-1,-187.07,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,400/B7241,ABI DIPSTICK HMH,-1,-14.39,LEWISED,DAMAGED - PRODUCTION SUBS
19/09/2024,400/D8325,SA FENDER BASE RH,-2,-35.56,LEWISED,DAMAGED - POST OBAY
19/09/2024,400/D8325,SA FENDER BASE RH,-1,-17.78,LEWISED,DAMAGED - POST OBAY
19/09/2024,400/D8659,SA FENDER BASE LH,-2,-35.56,LEWISED,DAMAGED - POST OBAY
19/09/2024,400/D8659,SA FENDER BASE LH,-1,-17.78,LEWISED,DAMAGED - POST OBAY
19/09/2024,400/D8659,SA FENDER BASE LH,-2,-35.56,LEWISED,DAMAGED - POST OBAY
19/09/2024,400/D9251,SA FENDER LH TRIM 5,-1,-17.78,LEWISED,DAMAGED - POST OBAY
19/09/2024,400/D9270,SA FENDER RH TRIM 4,-5,-88.90,LEWISED,DAMAGED - POST OBAY
19/09/2024,400/D9315,SA FENDER RH TRIM 7,-5,-88.90,LEWISED,DAMAGED - POST OBAY
19/09/2024,400/D9315,SA FENDER RH TRIM 7,-1,-17.78,LEWISED,DAMAGED - POST OBAY
19/09/2024,400/D9315,SA FENDER RH TRIM 7,-1,-17.78,LEWISED,DAMAGED - POST OBAY
19/09/2024,400/D9487,SA FENDER LH TRIM 3,-3,-53.34,LEWISED,DAMAGED - POST OBAY
19/09/2024,400/E7887,GA REAR DRIVESHAFT,-1,-87.47,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,400/F2771,ABI FUEL TANK,-1,-176.95,LEWISED,DAMAGED - POST OBAY
19/09/2024,400/G3153,WASHER 65O/D 13.5I/D 5THK,-1,-0.24,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,400/G9993,HOSE DIESEL FILL,-1,-6.52,LEWISED,DAMAGED - POST OBAY
19/09/2024,400/K5653,FLOORMAT,-1,-30.84,LEWISED,DAMAGED - POST OBAY
19/09/2024,400/L9203,WA R.H. PIPE,-1,-47.24,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,400/M4547,CPV TB AND SAHR CHRG,-2,-296.65,LEWISED,DAMAGED - PRODUCTION Z7
19/09/2024,400/M7418,WA LH BOOM PIPES 1/2 & 5/,-1,-83.61,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,400/M7485,WA RH UNDER BOOM PIPE 14,-3,-430.11,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,400/M7496,WA UNDER BOOM PIPES - RH,-2,-165.66,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,400/M7992,WA LH BOOM PIPE,-1,-58.14,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,400/M8435,WA RH BOOM PIPE,-1,-64.20,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,400/M9383,WA LIFT PIPES,-1,-30.86,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,400/N4169,WA RH UNDERBOOM PIPE,-1,-70.57,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,400/N8796,WA LOCK PIN PLATE,-1,-2.40,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,400/P8143,WA QRC REAR MOUNT,-1,-4.84,LEWISED,DAMAGED - PRODUCTION Z7
19/09/2024,400/P9969,WA POD BASE 81kW STV - BL,-2,-544.86,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,400/P9969,WA POD BASE 81kW STV - BL,-2,-544.86,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,400/R6020,"PIPE-SUCTION 507, 509 & 5",-1,-13.79,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,400/R9655,BOOM GUARD LARGE,-1,-3.92,LEWISED,DAMAGED - POST OBAY
19/09/2024,400/S0620,FAN MOTOR 11cc BI-DIRECTI,-2,-398.07,LEWISED,DAMAGED - PRODUCTION Z7
19/09/2024,400/S2223,HOSE -10 BSP HP 2420mm A,-1,-17.87,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,400/V6562,V. PUMP EK 65/0cc - KAWAS,-1,-454.31,LEWISED,DAMAGED - PRODUCTION SUBS
19/09/2024,400/X5471,MOTOR 11cc UNI-DIRECT,-1,-140.46,LEWISED,DAMAGED - POST OBAY
19/09/2024,400/Y3842,WA TLTB PIPES P69,-1,-100.55,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,400/Z8678,WA LH BOOM PIPES 5YJ/K,-1,-101.57,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,400/Z8719,WA RH BOOM PIPES 5YJ/K,-1,-101.57,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,401/A5247,WA LH UNDER BOOM PIPE 14,-2,-266.72,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,401/C0451,ABI FLEX PIPE (9 BRAID),-5,-513.30,LEWISED,DAMAGED - PRODUCTION SUBS
19/09/2024,401/C2534,WA SIDE PANEL POD SIDE,-1,-17.07,LEWISED,DAMAGED - PRODUCTION Z7
19/09/2024,401/C5751,ABI ENGINE COVER - NO BADGE,-2,-808.12,LEWISED,DAMAGED - POST OBAY
19/09/2024,401/C5751,ABI ENGINE COVER - NO BADGE,-1,-404.06,LEWISED,DAMAGED - POST OBAY
19/09/2024,401/C5800,ABI ENGINE COVER - BADGE,-1,-409.76,LEWISED,DAMAGED - POST OBAY
19/09/2024,401/D1537,WA TLTB PIPES,-1,-100.00,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,401/D1537,WA TLTB PIPES,-1,-100.00,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,401/D9196,PILOT VALVE,-1,-111.95,LEWISED,DAMAGED - PRODUCTION Z7
19/09/2024,401/E1271,ABI FUEL TANK,-3,-516.51,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,401/E3755,WA POD BASE NXG - BLACK,-1,-262.69,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,401/F2233,ABI DIPSTICK PS764 SB/BOX,-2,-19.56,LEWISED,DAMAGED - PRODUCTION SUBS
19/09/2024,401/F3707,WA SIDE PANEL CAB SIDE,-1,-13.98,LEWISED,DAMAGED - PRODUCTION Z7
19/09/2024,401/F6779,ABI COOLING PACK - 93 & 1,-3,"-1,515.00",LEWISED,DAMAGED - MATERIALS INT
19/09/2024,401/H0103,ABI ENGINE COVER - SUNBEL,-1,-551.62,LEWISED,DAMAGED - POST OBAY
19/09/2024,401/H3346,ABI ENGINE COVER,-1,-383.00,LEWISED,DAMAGED - POST OBAY
19/09/2024,401/K1134,GAS STRUT P68,-2,-12.79,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,401/K3017,GAS STRUT,-1,-7.21,LEWISED,DAMAGED - POST OBAY
19/09/2024,401/L0218,HANDBRAKE LEVER,-9,-413.73,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,401/N3055,(P) SA HOSE -06 500mm PURPLE (P493D),-1,-5.36,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,401/P9267,CONTROL VALVE BLOCK 5AN E,-1,-613.12,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,401/T0552,PRESSING INFILL PIECE,-1,-3.07,LEWISED,DAMAGED - PRODUCTION Z7
19/09/2024,401/V1020,WA POD BASE 81kW STV - BLACK NO DECAL,-1,-272.68,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,401/V2989,DS - P981 FRONT / REAR,-2,-217.78,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,401/V9699,ACCUMULATOR 0.93L 9 BAR,-1,-39.80,LEWISED,DAMAGED - PRODUCTION Z7
19/09/2024,401/V9710,ACCUMULATOR 0.93L 18.6 BA,-1,-39.80,LEWISED,DAMAGED - POST OBAY
19/09/2024,401/V9710,ACCUMULATOR 0.93L 18.6 BA,-1,-39.80,LEWISED,DAMAGED - PRODUCTION Z7
19/09/2024,401/V9718,ACCUMULATOR 0.93L 6.9 BAR,-1,-39.80,LEWISED,DAMAGED - POST OBAY
19/09/2024,402/D8621,SA FENDER LH CONSTRUCTION,-4,-71.12,LEWISED,DAMAGED - POST OBAY
19/09/2024,402/D8667,SA FENDER RH CONSTRUCTION,-3,-53.34,LEWISED,DAMAGED - POST OBAY
19/09/2024,402/D8667,SA FENDER RH CONSTRUCTION,-1,-17.78,LEWISED,DAMAGED - POST OBAY
19/09/2024,402/H0465,wa sedimenter mtg,-1,-2.27,LEWISED,DAMAGED - PRODUCTION SUBS
19/09/2024,402/H3927,BANCO CAC ABI,-13,-780.00,HEATHC,
19/09/2024,402/J6164,\CU MOUNT 5A2,-5,-102.70,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,402/L5545,SA FENDER BASE FL,-3,-89.01,LEWISED,DAMAGED - POST OBAY
19/09/2024,402/M3233,GA HOSE -08 BSP HP 5820mm,-1,-24.95,LEWISED,DAMAGED - PRODUCTION Z7
19/09/2024,402/P6059,PILOT VALVE,-1,-115.64,LEWISED,DAMAGED - POST OBAY
19/09/2024,402/R6006,FUEL SENDER 400MM,-1,-15.45,LEWISED,DAMAGED - PRODUCTION Z7
19/09/2024,402/W5387,FUEL SENDER 750MM,-1,0.00,LEWISED,DAMAGED - PRODUCTION Z2
19/09/2024,403/B4421,ABI FRONT ENGINE MOUNT RH,-1,-69.65,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,403/C4707,WA REAR BRAKE PIPE,-1,-22.33,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,403/F9731,P/PIN 50.80/50.70 * 289 403/H0079,-4,-49.34,THOMPSONI,QA Inspection -O.A.
19/09/2024,557/60287,GA DISP. RAM P421 90x50 8,-1,-192.19,LEWISED,DAMAGED - PRODUCTION Z7
19/09/2024,557/60288,GA DISP. RAM 532 90x50 74,-2,-359.04,LEWISED,DAMAGED - PRODUCTION Z7
19/09/2024,561/60235,GA RAM RAS RH 110x50 (P90 507 509 510),-1,-338.45,LEWISED,DAMAGED - PRODUCTION Z7
19/09/2024,561/60355,GA SRS LIFT RAM 110 X 70,-1,-505.27,LEWISED,DAMAGED - PRODUCTION Z7
19/09/2024,563/60160,GA LIFT RAM 120x70 (P33-A 3 PORT),-1,-497.35,LEWISED,DAMAGED - PRODUCTION Z7
19/09/2024,576/60271,GA RAM DISP 80 x 40,-2,-345.48,LEWISED,DAMAGED - PRODUCTION Z7
19/09/2024,611/26500,"HOSE 1/4"" BSP 650mm",-2,-7.13,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,611/31200,HOSE 1/4BSP 960mm,-1,-5.45,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,611/47600,HOSE,-1,-5.84,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,611/80134,HOSE 1/4BSP 500mm,-1,-4.24,LEWISED,DAMAGED - PRODUCTION Z2
19/09/2024,612/20900,HOSE 3/8BSP 1750mm,-1,-8.36,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,613/28200,"HOSE 59-1/2"" 1/2 STR/90",-1,-7.00,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,614/22200,HOSE 5/8BSP 1150mm,-1,-9.83,LEWISED,DAMAGED - PRODUCTION Z7
19/09/2024,614/23300,HOSE 5/8BSP 875mm,-1,-8.29,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,700/50129,REAR LIGHT & PLINTH CLUST,-2,-28.26,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,716/D2729,DUAL OUTPUT SPEED SENSOR,-1,-23.76,LEWISED,DAMAGED - POST OBAY
19/09/2024,716/D3632,ENGINE POD FUSE BOX,-1,-36.57,LEWISED,DAMAGED - PRODUCTION SUBS
19/09/2024,716/S3395,M12 LLMI PWM TDCR SG 50PC,-1,-116.00,LEWISED,DAMAGED - POST OBAY
19/09/2024,718/E0210,GRID HEATER +VE,-1,-4.70,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,721/B0926,CAMERA CABLE ; 5M,-1,-25.85,LEWISED,DAMAGED - PRODUCTION Z2
19/09/2024,721/C1943,NON SRS HARNESS T4i,-1,-6.68,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,721/C7691,T4 STARTER MOTOR HARNESS,-1,-4.79,LEWISED,DAMAGED - POST OBAY
19/09/2024,721/D2685,CHASSIS HARNESS_550-80,-6,"-1,219.11",HEATHC,
19/09/2024,721/E5387,WHITE NOISE ALARM LINK LEAD,-1,-1.92,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,721/G1691,VALVE HARNESS 535/540-200,-1,-17.17,LEWISED,DAMAGED - PRODUCTION Z2
19/09/2024,721/K1142,KILOTOU P33 OUTER BOOM LI,-51,-361.08,CLARKED,
19/09/2024,721/R5702,P42 VALVE BLOCK HARNESS,-1,-14.80,LEWISED,DAMAGED - PRODUCTION Z2
19/09/2024,721/U0217,FUEL LINK LEAD HARNESS,-1,-1.64,LEWISED,DAMAGED - POST OBAY
19/09/2024,811/90153,PIN PIVOT,-1,-26.02,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,811/90195,PIVOT PIN,-1,-29.29,LEWISED,DAMAGED - PRODUCTION SUBS
19/09/2024,833/00051,SUCTION ADAPTER,-3,-13.99,LEWISED,DAMAGED - PRODUCTION Z7
19/09/2024,914/60289,PROPSHAFT FRONT,-1,-69.45,LEWISED,DAMAGED - PRODUCTION Z2
19/09/2024,914/60290,driVE SHAFT - REAR,-1,-72.07,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,914/60290,driVE SHAFT - REAR,-1,-72.07,LEWISED,DAMAGED - MATERIALS INT
19/09/2024,980/A2053,GA - FORK POSITIONER 57.2mm,-1,"-1,302.95",LEWISED,DAMAGED - POST OBAY
17/09/2024,156/59300,HITCH PIN,-1,-2.55,LEWISED,DAMAGED - MATERIALS INT
17/09/2024,161/00991,HITCH OUTER LEG WA,-3,-402.69,LEWISED,DAMAGED - MATERIALS INT
17/09/2024,20/925588,Pump,-1,-396.55,LEWISED,DAMAGED - PRODUCTION Z7
17/09/2024,20/925732,HYDRAULIC PUMP,-2,"-1,051.58",LEWISED,DAMAGED - PRODUCTION Z7
17/09/2024,25/222862,VALVE PRIORITY FLOW DIVIDER,-1,-78.33,LEWISED,DAMAGED - MATERIALS INT
17/09/2024,26AG/CK075,HOSE -16 BSP LP 750mm C,-1,-20.46,LEWISED,DAMAGED - MATERIALS INT
17/09/2024,320/A7046,FUEL LIFT PUMP,-2,-606.46,LEWISED,DAMAGED - PRODUCTION Z7
17/09/2024,320/A7447,ELP-L-8-C-2R-05WL-361-146,-1,-165.20,LEWISED,DAMAGED - PRODUCTION Z7
17/09/2024,320/B6253,PH2 DOC RAD-AXIAL <100,-1,-328.58,LEWISED,DAMAGED - POST OBAY
17/09/2024,32AG/BA058,HOSE -06 BSP HP 580mm B,-2,-9.81,LEWISED,DAMAGED - MATERIALS INT
17/09/2024,331/63982,EXTERIOR MIRROR ASSY - 7182.320.B.JCB,-2,-9.12,LEWISED,DAMAGED - MATERIALS INT
17/09/2024,332/C0311,HOSE - 10 BSP HP 3820mm B,-3,-60.46,LEWISED,DAMAGED - PRODUCTION Z7
17/09/2024,332/C7105,VALVE BLOCK MOUNTING BRACKET,-3,-19.05,LEWISED,DAMAGED - PRODUCTION Z7
17/09/2024,332/D3754,ABI AUX-SWAY LEVERS 6l0,-1,-44.32,LEWISED,DAMAGED - MATERIALS INT
17/09/2024,332/E4046,510 REAR COUNTERWEIGHT,-1,-805.35,LEWISED,DAMAGED - MATERIALS INT
17/09/2024,332/E9930,(W) (P) HOSE COVER,-1,-10.49,LEWISED,DAMAGED - MATERIALS INT
17/09/2024,332/F3103,JCB BATTERY ; 12v 110AH,-1,-61.63,LEWISED,DAMAGED - POST OBAY
17/09/2024,332/F8197,oA MIRROR ARM,-1,-3.51,LEWISED,DAMAGED - PRODUCTION Z7
17/09/2024,332/F8898,AIR FILTER AIR FIL,-1,-32.14,LEWISED,DAMAGED - PRODUCTION Z7
17/09/2024,332/G1466,WA REAR ACCESS COVER,-1,-14.15,LEWISED,DAMAGED - MATERIALS INT
17/09/2024,333/D5271,ABI 56+kW EXHAUST NO DOC,-1,-109.26,LEWISED,DAMAGED - PRODUCTION Z7
17/09/2024,333/E0572,UREA INLET HOSE,-4,-123.16,LEWISED,DAMAGED - MATERIALS INT
17/09/2024,333/F0547,514 REAR COUNTERWEIGHT,-1,-837.04,LEWISED,DAMAGED - MATERIALS INT
17/09/2024,333/F5826,WA CAB FRONT COVER,-1,-10.44,LEWISED,DAMAGED - MATERIALS INT
17/09/2024,333/H2396,COUNTER WEIGHT,-5,-461.87,LEWISED,DAMAGED - MATERIALS INT
17/09/2024,333/H9768,WORKLIGHT HITCH 55w INCAN,-4,-57.34,LEWISED,DAMAGED - POST OBAY
17/09/2024,334/C5492,BOOM STRUT BRACKET,-1,-4.76,LEWISED,DAMAGED - MATERIALS INT
17/09/2024,334/C5693,PO CBV - EXTENSION RAM,-2,-276.64,LEWISED,DAMAGED - POST OBAY
17/09/2024,334/C5697,PO CBV - LIFT RAM - SRS,-1,-165.55,LEWISED,DAMAGED - PRODUCTION Z7
17/09/2024,334/E3265,ISOLATOR SWITCH 12V/24V,-10,-123.00,LEWISED,DAMAGED - MATERIALS INT
17/09/2024,334/E3351,WA-FUEL TANK GUARD,-4,-70.88,LEWISED,DAMAGED - PRODUCTION Z7
17/09/2024,334/F2636,3L HOT SIDE CAC HOSE,-1,-27.06,LEWISED,DAMAGED - MATERIALS INT
17/09/2024,334/F3081,LIFT ARM SUPPORT DEVICE (,-1,-11.57,LEWISED,DAMAGED - POST OBAY
17/09/2024,334/F9825,HOSE 08 BSP HP 3000mm B,-1,-17.29,LEWISED,DAMAGED - MATERIALS INT
17/09/2024,334/G1819,(P) FUEL FILLER MOULDING,-1,-7.62,LEWISED,DAMAGED - POST OBAY
17/09/2024,334/G3689,ABI HEADER TANK,-3,-49.21,LEWISED,DAMAGED - MATERIALS INT
17/09/2024,334/L7509,SA HOSE 10 1815 BLUE,-1,-11.67,LEWISED,DAMAGED - PRODUCTION Z7
17/09/2024,335/01937,PIPE SWAY WA,-1,-33.31,LEWISED,DAMAGED - MATERIALS INT
17/09/2024,335/11583,WA OUTLET PIPE,-3,-62.37,LEWISED,DAMAGED - PRODUCTION Z7
17/09/2024,335/11583,WA OUTLET PIPE,-1,-20.79,LEWISED,DAMAGED - PRODUCTION Z7
17/09/2024,335/14210,WA REAR ACCESS COVER STD,-2,-53.26,LEWISED,DAMAGED - MATERIALS INT
17/09/2024,400/C3661,WA BATTERY TRAY,-2,-9.42,LEWISED,DAMAGED - PRODUCTION Z7
17/09/2024,400/F2771,ABI FUEL TANK,-3,-530.85,LEWISED,DAMAGED - PRODUCTION SUBS
17/09/2024,400/K5653,FLOORMAT,-1,-30.84,LEWISED,DAMAGED - POST OBAY
17/09/2024,400/M7873,WA REAR PIPEWORK,-1,-17.55,LEWISED,DAMAGED - POST OBAY
17/09/2024,400/R9764,FAN MOTOR 11cc BI-DIR SAE,-1,-205.37,LEWISED,DAMAGED - PRODUCTION Z7
17/09/2024,400/T1939,WA NO. PLATE BRKT HYD,-1,-13.34,LEWISED,DAMAGED - PRODUCTION Z7
17/09/2024,400/X5471,MOTOR 11cc UNI-DIRECT,-1,-140.46,LEWISED,DAMAGED - PRODUCTION Z7
17/09/2024,401/C8565,ACCUMULATOR 0.24ltr 5.0ba,-1,-18.42,LEWISED,DAMAGED - PRODUCTION Z7
17/09/2024,401/E8574,PIVOT VALVE 5CG,-1,-135.88,LEWISED,DAMAGED - PRODUCTION Z7
17/09/2024,401/G2098,WA REAR COVER,-1,-11.90,LEWISED,DAMAGED - MATERIALS INT
17/09/2024,401/G7298,WA REAR LIGHT SHROUD,-1,-5.00,LEWISED,DAMAGED - MATERIALS INT
17/09/2024,401/H3346,ABI ENGINE COVER,-1,-383.00,LEWISED,DAMAGED - POST OBAY
17/09/2024,401/N2967,(P) SA HOSE -06 440mm B BLUE (P493D),-1,-5.72,LEWISED,DAMAGED - MATERIALS INT
17/09/2024,401/P6349,WA HEADER TANK BRACKET,-1,-9.39,LEWISED,DAMAGED - MATERIALS INT
17/09/2024,401/S7203,MINI FILTER,-1,-28.12,LEWISED,DAMAGED - PRODUCTION Z7
17/09/2024,401/T6121,ABI HOSE - 08 HP 4120mm B,-2,-39.43,LEWISED,DAMAGED - PRODUCTION Z7
17/09/2024,401/T6196,ABI HOSE - 08 HP 8460mm B,-4,-154.42,LEWISED,DAMAGED - PRODUCTION Z7
